5088543007		//sanantonio.craigslist.org/fud/5088543007.html	Oxford Creek Flare Arms Daybed with Trundle		Mon 06 Jul 12:49:31 PM
5088554414		//sanantonio.craigslist.org/fud/5088554414.html	Mattress provides complete contoured back support		Mon 06 Jul 12:49:23 PM
5088539819		//sanantonio.craigslist.org/fud/5088539819.html	Splash of style with this versatile pub styled table		Mon 06 Jul 12:45:53 PM
5088527060		//sanantonio.craigslist.org/fud/5088527060.html	Hot Black Sectional Big		Mon 06 Jul 12:43:01 PM
5088534597		//sanantonio.craigslist.org/fud/5088534597.html	Beautiful NEW ***Leather Upholstered Queen		Mon 06 Jul 12:43:22 PM
5088376059		//sanantonio.craigslist.org/fud/5088376059.html	YOU can enjoy easy cleaning and lasting durability with the high grade		Mon 06 Jul 12:29:01 PM
5088379865		//sanantonio.craigslist.org/fud/5088379865.html	Spring Clearance Sale.. only a couple left		Mon 06 Jul 12:29:46 PM
5088263700		//sanantonio.craigslist.org/fud/5088263700.html	furniture sale sofas &amp; sectionals		Mon 06 Jul 12:16:18 PM
5088276533		//sanantonio.craigslist.org/fud/5088276533.html	Broderick Contemporary ==7 Piece White Dining Table Set		Mon 06 Jul 12:16:27 PM
5088279995		//sanantonio.craigslist.org/fud/5088279995.html	Beautiful NEW Leather Upholstered Queen		Mon 06 Jul 12:16:35 PM
5088285732		//sanantonio.craigslist.org/fud/5088285732.html	Hot Black Sectional Big		Mon 06 Jul 12:16:42 PM
5054215948	4828601578	//sanantonio.craigslist.org/hsh/5054215948.html	New 47 in Digital fire place- heater, LED flames	$325	Tue 30 Jun 07:16:16 AM
